stockCode,tickerSymbol,companyName,companyNameEng,market,sector
KR7017550005,017550,수산중공업보통주,SoosanHeavyIndustries,KOSPI,기계
KR7017650003,017650,대림제지,DaelimPaper,KOSDAQ,종이·목재
KR7017670001,017670,SK텔레콤보통주,SKTelecom,KOSPI,통신업
KR7017800004,017800,현대엘리베이터보통주,HyundaiElevator,KOSPI,기계
KR7017810003,017810,풀무원보통주,Pulmuone Corporate,KOSPI,음식료품
KR7017860008,017860,DS단석보통주,DS Dansuk,KOSPI,화학
KR7017890005,017890,한국알콜산업,KoreaAlcoholIndustrial,KOSDAQ,화학
KR7017900002,017900,광전자보통주,AUK,KOSPI,전기전자
KR7017940008,017940,E1보통주,E1Corporation,KOSPI,유통업
KR7017960006,017960,한국카본보통주,HankukCarbon,KOSPI,기계
KR7018000000,018000,유니슨,"UNISON CO., LTD.",KOSDAQ,기계·장비
KR7018120006,018120,진로발효,JinroDistillers,KOSDAQ,음식료·담배
KR7018250001,018250,애경산업보통주,AEKYUNG INDUSTRIAL,KOSPI,화학
KR7018260000,018260,삼성에스디에스보통주,"SAMSUNG SDS CO., LTD.",KOSPI,서비스업
KR7018290007,018290,브이티,VT,KOSDAQ,화학
KR7018310003,018310,삼목에스폼,"SAMMOK S-FORM CO.,LTD.",KOSDAQ,금속
KR7018470005,018470,조일알미늄보통주,CHOILALUMINUM,KOSPI,철강금속
KR7018500009,018500,동원금속보통주,DONGWON METAL,KOSPI,운수장비
KR7018620005,018620,우진비앤지,"WooGene B&G CO., Ltd",KOSDAQ,제약
KR7018670000,018670,SK가스보통주,SKGas,KOSPI,유통업
KR7018680009,018680,서울제약,"SEOUL PHARMA CO., LTD",KOSDAQ,제약
KR7018700005,018700,바른손,Barunson,KOSDAQ,유통
KR7018880005,018880,한온시스템보통주,Hanon Systems,KOSPI,기계
KR7019010008,019010,베뉴지,"VenueG Co.,Ltd.",KOSDAQ,유통
KR7019170000,019170,신풍제약보통주,ShinpoongPharmaceutical,KOSPI,의약품
KR7019171008,019175,신풍제약1우선주,ShinpoongPharmaceutical(1P),KOSPI,의약품
KR7019180009,019180,티에이치엔보통주,THN CORPORATION,KOSPI,전기전자
KR7019210004,019210,와이지-원,"YG-1 CO., LTD",KOSDAQ,금속
KR7019440007,019440,세아특수강보통주,SeAH SPECIAL STEEL,KOSPI,철강금속
KR7019490002,019490,하이트론씨스템즈보통주,HitronSystems,KOSPI,전기전자
KR7019540004,019540,일지테크,IljiTechnology,KOSDAQ,운송장비·부품
KR7019550003,019550,에스비아이인베스트먼트,"SBI Investment KOREA Co., Ltd.",KOSDAQ,금융
KR7019570001,019570,리더스 기술투자,"Leaders Technology Investment Co.,Ltd",KOSDAQ,금융
KR7019590009,019590,엠벤처투자,"M-VENTURE INVESTMENT, INC.",KOSDAQ,금융
KR7019660000,019660,글로본,"GLOBON CO., LTD.",KOSDAQ,유통
KR7019680008,019680,대교보통주,DAEKYO,KOSPI,서비스업
KR7019681006,019685,대교우선주(신형),DAEKYO(1PB),KOSPI,서비스업
KR7019770007,019770,서연탑메탈,"SEOYON TOPMETAL CO., LTD.",KOSDAQ,기계·장비
KR7019990001,019990,에너토크,ENERTORK LTD.,KOSDAQ,기계·장비
KR7020000006,020000,한섬보통주,HandsomeCorporation,KOSPI,섬유의복
KR7020120002,020120,키다리스튜디오보통주,KidariStudio,KOSPI,서비스업
KR7020150009,020150,롯데에너지머티리얼즈보통주,LOTTE ENERGY MATERIALS CORPORATION,KOSPI,전기전자
KR7020180006,020180,대신정보통신,DaishinInformation,KOSDAQ,컴퓨터서비스
KR7020400008,020400,대동금속,DaedongMetal,KOSDAQ,금속
KR7020560009,020560,아시아나항공 보통주,Asiana Airlines,KOSPI,운수창고업
KR7020710000,020710,시공테크,"SIGONG TECH Co.,Ltd.",KOSDAQ,기타서비스
KR7020760005,020760,일진디스플레이보통주,ILJIN DISPLAY,KOSPI,전기전자
KR7021040001,021040,대호특수강,dhSteel,KOSDAQ,금속
KR7021041009,021045,대호특수강1우선주,dhSteel(1P),KOSDAQ,금속
KR7021050000,021050,서원보통주,Seowon,KOSPI,철강금속
KR7021080007,021080,에이티넘인베스트먼트,"Atinum Investment Co., Ltd",KOSDAQ,금융
KR7021240007,021240,코웨이보통주,COWAY,KOSPI,서비스업
KR7021320007,021320,케이씨씨건설,"KCC ENGINEERING & CONSTRUCTION CO., LTD.",KOSDAQ,건설
KR7021650007,021650,한국큐빅,CUBIC KOREA INC.,KOSDAQ,화학
KR7021820006,021820,세원정공보통주,SewonPrecisionIndustry,KOSPI,운수장비
KR7021880000,021880,메이슨캐피탈,MASON CAPITAL CORPORATION,KOSDAQ,금융
KR7022100002,022100,포스코DX보통주,POSCO DX,KOSPI,서비스업
KR7022220008,022220,티케이지애강,TKG AIKANG,KOSDAQ,화학
KR7023000003,023000,삼원강재 보통주,"SAMWONSTEEL Co., Ltd.",KOSPI,운수장비
KR7023150006,023150,MH에탄올보통주,MHETHANOL,KOSPI,음식료품
KR7023160005,023160,태광,T. K. CORPORATION,KOSDAQ,금속
KR7023350002,023350,한국종합기술보통주,Korea Engineering Consultants Corp.,KOSPI,서비스업
KR7023410004,023410,유진기업,EUGENE Corporation,KOSDAQ,비금속
KR7023440001,023440,제이스코홀딩스,J Steel Company Holdings,KOSDAQ,금속
KR7023450000,023450,주식회사동남합성,"DONGNAMCHEMICALCO,.LTD.",KOSPI,화학
KR7023460009,023460,씨앤에이치,"CNH CO., LTD.",KOSDAQ,금융
KR7023530009,023530,롯데쇼핑 보통주,"LOTTE SHOPPING CO., LTD.",KOSPI,유통업
KR7023590003,023590,다우기술보통주,DaouTechnology,KOSPI,서비스업
KR7023600000,023600,삼보판지,"SAMBO CORRUGATED BOARD CO., LTD.",KOSDAQ,종이·목재
KR7023760002,023760,한국캐피탈,"Han Kook Capital Co., Ltd.",KOSDAQ,금융
KR7023770001,023770,플레이위드코리아,PLAYWITH KOREA,KOSDAQ,디지털컨텐츠
KR7023790009,023790,동일철강,DongilSteel,KOSDAQ,금속
KR7023800006,023800,인지컨트롤스보통주,InziControls,KOSPI,운수장비
KR7023810005,023810,인팩보통주,INFAC,KOSPI,운수장비
KR7023900004,023900,풍국주정공업,Pungguk Ethanol,KOSDAQ,음식료·담배
KR7023910003,023910,대한약품공업,DaihanPharmaceutical,KOSDAQ,제약
KR7023960008,023960,에쓰씨엔지니어링보통주,SC ENGINEERING,KOSPI,건설업
KR7024060006,024060,흥구석유,HeunguOil,KOSDAQ,유통
KR7024070005,024070,WISCOM보통주,WISCOM,KOSPI,화학
KR7024090003,024090,디씨엠보통주,DCMCorp.,KOSPI,철강금속
KR7024110009,024110,중소기업은행보통주,INDUSTRIALBANKOFKOREA,KOSPI,은행
KR7024120008,024120,KB오토시스,"KB Autosys Co.,Ltd",KOSDAQ,운송장비·부품
KR7024720005,024720,한국콜마홀딩스보통주,KOLMAR KOREA HOLDINGS,KOSPI,기타금융
KR7024740003,024740,한일단조공업,HanilForgingIndustrial,KOSDAQ,운송장비·부품
KR7024800005,024800,유성티엔에스,"YOOSUNG T&S CO.,LTD",KOSDAQ,운송
KR7024810004,024810,이화전기공업,"EHWA TECHNOLOGIES INFORMATION CO., LTD.",KOSDAQ,IT부품
KR7024830002,024830,세원물산,SewonCorporation,KOSDAQ,운송장비·부품
KR7024840001,024840,케이비아이메탈,"KBI METAL CO., LTD.",KOSDAQ,금속
KR7024850000,024850,HLB이노베이션,HLB innoVation,KOSDAQ,반도체
KR7024880007,024880,케이피에프,KPF,KOSDAQ,금속
KR7024890006,024890,대원화성보통주,DaewonChemical,KOSPI,화학
KR7024900003,024900,덕양산업보통주,DuckYangIndustry,KOSPI,운수장비
KR7024910002,024910,경창산업,KyungchangIndustrial,KOSDAQ,운송장비·부품
KR7024940009,024940,피엔풍년,"PNPOONGNYUN CO.,LTD",KOSDAQ,유통
KR7024950008,024950,삼천리자전거,"SAMCHULY BICYCLE CO., LTD",KOSDAQ,유통
KR7025000001,025000,KPX케미칼보통주,KPXCHEMICAL,KOSPI,화학
KR7025320003,025320,시노펙스,Synopex Inc.,KOSDAQ,IT부품
KR7025440009,025440,디에이치오토웨어,DHAUTOWARE,KOSDAQ,일반전기전자
KR7025530007,025530,SJM홀딩스보통주,SJM HOLDINGS,KOSPI,유통업
KR7025540006,025540,한국단자공업보통주,KoreaElectricTerminal,KOSPI,전기전자
KR7025550005,025550,한국선재,"HANKUK STEEL WIRE CO., LTD.",KOSDAQ,금속
KR7025560004,025560,미래산업보통주,MiraeCorporation,KOSPI,의료정밀
KR7025620006,025620,제이준코스메틱보통주,Jayjun Cosmetic,KOSPI,화학
KR7025750001,025750,한솔홈데코보통주,HansolHomeDeco,KOSPI,종이목재
KR7025770009,025770,한국정보통신,KoreaInformation&Communication,KOSDAQ,통신서비스
KR7025820002,025820,이구산업보통주,LeekuIndustrial,KOSPI,철강금속
KR7025860008,025860,남해화학보통주,NamhaeChemical,KOSPI,화학
KR7025870007,025870,신라에스지,"SILLA SG CO., LTD.",KOSDAQ,유통
KR7025880006,025880,케이씨피드,"KC FEED CO., LTD.",KOSDAQ,음식료·담배
KR7025890005,025890,한국주강보통주,HankookSteel,KOSPI,기계
KR7025900002,025900,동화기업,"DONGWHA ENTERPRISE CO., LTD.",KOSDAQ,종이·목재
KR7025950007,025950,동신건설,DongshinEngineering&Construction,KOSDAQ,건설
KR7025980004,025980,아난티,Ananti Inc.,KOSDAQ,숙박·음식
KR7026040006,026040,제이에스티나,"J.ESTINA Co.,Ltd",KOSDAQ,기타제조
KR7026150003,026150,특수건설,TuksuConstruction,KOSDAQ,건설
KR7026890004,026890,스틱인베스트먼트보통주,"STIC Investments, Inc.",KOSPI,기타금융
KR7026910000,026910,광진실업,KwangjinInd,KOSDAQ,금속
KR7026940007,026940,부국철강 보통주,Bookook Steel,KOSPI,철강금속
KR7026960005,026960,동서보통주,DONGSUH,KOSPI,유통업
KR7027040005,027040,서울전자통신,SEOUL ELECTRONICS & TELECOM,KOSDAQ,IT부품
KR7027050004,027050,코리아나화장품,"COREANA COSMETICS CO.,LTD",KOSDAQ,화학
KR7027360007,027360,아주아이비투자,"AJU IB INVESTMENT CO., LTD.",KOSDAQ,금융
KR7027410000,027410,BGF보통주,BGF,KOSPI,기타금융
KR7027580000,027580,상보,"SANG BO Co.,Ltd",KOSDAQ,화학
KR7027710003,027710,팜스토리,"FarmStory CO.,LTD.",KOSDAQ,음식료·담배
KR7027740000,027740,마니커보통주,MANIKER,KOSPI,음식료품
KR7027830009,027830,대성창업투자,"Daesung Private Equity, Inc.",KOSDAQ,금융
KR7027970003,027970,한국제지보통주,Hankuk Paper MFG.,KOSPI,종이목재
KR7028050003,028050,삼성엔지니어링보통주,SamsungEngineering,KOSPI,서비스업
KR7028080000,028080,휴맥스홀딩스,"Humax Holdings Co., Ltd",KOSDAQ,컴퓨터서비스
KR7028100006,028100,동아지질보통주,Dong-Ah Geological Engineering Company,KOSPI,건설업
KR7028260008,028260,삼성물산보통주,SAMSUNG C&T CORPORATION,KOSPI,유통업
KR702826K016,02826K,삼성물산1우선주(신형),SAMSUNG C&T CORPORATION(1PB),KOSPI,유통업
KR7028300002,028300,에이치엘비,HLB INC.,KOSDAQ,제약
KR7028670008,028670,팬오션보통주,PanOcean,KOSPI,운수창고업
KR7029460003,029460,케이씨보통주,KC,KOSPI,의료정밀
KR7029480001,029480,광무,Kwangmu,KOSDAQ,통신장비
KR7029530003,029530,신도리코보통주,SINDOH,KOSPI,전기전자
KR7029780004,029780,삼성카드 보통주,"SAMSUNG CARD CO., LTD.",KOSPI,기타금융
KR7029960002,029960,코엔텍,"Korea Environment Technology Co., LTD.",KOSDAQ,기타서비스
KR7030000004,030000,제일기획보통주,CheilWorldwide,KOSPI,서비스업
KR7030190003,030190,나이스평가정보보통주,NICE Information Service,KOSPI,서비스업
KR7030200000,030200,케이티보통주,KTCorporation,KOSPI,통신업
KR7030210009,030210,다올투자증권보통주,Daol Investment & Securities,KOSPI,증권
KR7030350003,030350,드래곤플라이,"Dragonfly GF Co., Ltd.",KOSDAQ,디지털컨텐츠
KR7030520001,030520,한글과컴퓨터,HANCOM INC.,KOSDAQ,소프트웨어
KR7030530000,030530,원익홀딩스,"WONIK HOLDINGS CO.,LTD.",KOSDAQ,기계·장비
KR7030610000,030610,교보증권보통주,"KYOBOSECURITIESCO.,LTD.",KOSPI,증권
KR7030720007,030720,동원수산보통주,DongwonFisheries,KOSPI,"""농업, 임업 및 어업"""
KR7030790000,030790,비케이탑스보통주,BK TOPS,KOSPI,서비스업
KR7030960009,030960,양지사,Yangjisa,KOSDAQ,출판·매체복제
KR7031310006,031310,아이즈비전,EYESVISION CORPORATION,KOSDAQ,통신장비
KR7031330004,031330,에스에이엠티,"SAMT CO.,LTD.",KOSDAQ,유통
KR7031430002,031430,신세계인터내셔날보통주,SHINSEGAE INTERNATIONAL,KOSPI,유통업
KR7031440001,031440,신세계푸드보통주,SHINSEGAE FOOD,KOSPI,서비스업
KR7031510001,031510,오스템,"AUSTEM CO.,LTD",KOSDAQ,운송장비·부품
KR7031820004,031820,콤텍시스템보통주,ComtecSystems,KOSPI,서비스업
KR7031860000,031860,에스유홀딩스,SU-Holdings,KOSDAQ,유통
KR7031980006,031980,피에스케이홀딩스,PSK HOLDINGS INC.,KOSDAQ,반도체
KR7032080004,032080,아즈텍더블유비이,"AZTECH WB CO., LTD",KOSDAQ,섬유·의류
KR7032190001,032190,다우데이타,DAOU DATA CORP.,KOSDAQ,유통
KR7032280000,032280,삼일,SamIl,KOSDAQ,운송
KR7032300006,032300,한국파마,"KOREA PHARMA Co., Ltd.",KOSDAQ,제약
KR7032350001,032350,롯데관광개발 보통주,"LOTTE TOUR DEVELOPMENT CO., LTD",KOSPI,서비스업
KR7032500001,032500,케이엠더블유,KMW CO. LTD,KOSDAQ,통신장비
KR7032540007,032540,티제이미디어,"TJ MEDIA CO.,LTD",KOSDAQ,일반전기전자
KR7032560005,032560,황금에스티보통주,Hwang Kum Steel & Technology,KOSPI,철강금속
KR7032580003,032580,피델릭스,"Fidelix Co., Ltd.",KOSDAQ,반도체
KR7032620007,032620,유비케어,"UBCARE CO., LTD.",KOSDAQ,소프트웨어
KR7032640005,032640,LG유플러스보통주,LG Uplus,KOSPI,통신업
KR7032680001,032680,소프트센,"SOFTCEN CO., LTD.",KOSDAQ,컴퓨터서비스
KR7032681009,032685,소프트센1우선주,"SOFTCEN CO., LTD.(1P)",KOSDAQ,컴퓨터서비스
KR7032750002,032750,삼진,Samjin,KOSDAQ,일반전기전자
KR7032790008,032790,엠젠솔루션,MGEN SOLUTIONS,KOSDAQ,정보기기
KR7032800005,032800,판타지오,Fantagio Corp.,KOSDAQ,오락·문화
KR7032820003,032820,우리기술,"Woori Technology, Incorporation",KOSDAQ,일반전기전자
KR7032830002,032830,삼성생명보험보통주,Samsung Life Insurance,KOSPI,보험
KR7032850000,032850,비트컴퓨터,BITComputer,KOSDAQ,소프트웨어
KR7032860009,032860,더라미,The Lamy,KOSDAQ,기타서비스
KR7032940009,032940,원익,WonIk,KOSDAQ,유통
KR7032960007,032960,동일기연,DongilTechnology,KOSDAQ,IT부품
KR7032980005,032980,바이온,"BYON Co., Ltd.",KOSDAQ,유통
KR7033050006,033050,제이엠아이,"JEONGMOON INFORMATION CO.,LTD.",KOSDAQ,출판·매체복제
KR7033100009,033100,제룡전기,"CHERYONG ELECTRIC CO.,LTD.",KOSDAQ,IT부품
KR7033130006,033130,디지틀조선일보,DigitalChosun,KOSDAQ,디지털컨텐츠
KR7033160003,033160,엠케이전자,MKElectron,KOSDAQ,반도체
KR7033170002,033170,시그네틱스,Signetics Corp.,KOSDAQ,반도체
KR7033180001,033180,KH 필룩스보통주,"KH FEELUX Co.,Ltd.",KOSPI,전기전자
KR7033200007,033200,모아텍,"MOATECH CO., LTD.",KOSDAQ,IT부품
KR7033230004,033230,인성정보,"INSUNG INFORMATION CO., LTD",KOSDAQ,컴퓨터서비스
KR7033240003,033240,자화전자보통주,JahwaElectronics,KOSPI,전기전자
KR7033250002,033250,체시스보통주,"CHASYS Co.,Ltd",KOSPI,운수장비
KR7033270000,033270,한국유나이티드제약 보통주,Korea United Pharm. Inc.,KOSPI,의약품
KR7033290008,033290,코웰패션,"COWELL FASHION CO.,LTD",KOSDAQ,유통
KR7033310004,033310,엠투엔,"M2N Co.,Ltd",KOSDAQ,금속
KR7033320003,033320,제이씨현시스템,"JCH Systems, Inc.",KOSDAQ,유통
KR7033340001,033340,좋은사람들,"GOOD PEOPLE CO., LTD.",KOSDAQ,섬유·의류
KR7033500000,033500,동성화인텍,"DONGSUNG FINETEC CO., Ltd",KOSDAQ,화학
KR7033530007,033530,세종공업보통주,"SEJONG INDUSTRIAL CO., LTD.",KOSPI,운수장비
KR7033540006,033540,파라텍,Paratech Company Limited,KOSDAQ,기계·장비
KR7033560004,033560,블루콤,"BLUECOM CO.,LTD.",KOSDAQ,IT부품
KR7033640004,033640,네패스,NEPES Corporation,KOSDAQ,반도체
KR7033780008,033780,케이티앤지보통주,KT&G Corporation,KOSPI,기타제조업
KR7033790007,033790,스카이문스테크놀로지,"Skymoons Technology, Inc.",KOSDAQ,디지털컨텐츠
KR7033830001,033830,티비씨,TBC,KOSDAQ,방송서비스
KR7033920000,033920,무학보통주,Muhak,KOSPI,음식료품
KR7034020008,034020,두산에너빌리티보통주,DOOSAN ENERBILITY,KOSPI,기계
KR7034120006,034120,에스비에스보통주,SEOULBROADCASTINGSYSTEM,KOSPI,서비스업
KR7034220004,034220,LG디스플레이보통주,LG Display,KOSPI,전기전자
KR7034230003,034230,파라다이스,Paradise Company Limited,KOSDAQ,오락·문화
KR7034300004,034300,신세계건설,ShinsegaeEngineering&Construction,KOSPI,건설업
KR7034310003,034310,NICE보통주,NICEHoldings,KOSPI,서비스업
KR7034590000,034590,인천도시가스 보통주,INCHEON CITY GAS,KOSPI,전기가스업
KR7034730002,034730,SK보통주,SK,KOSPI,기타금융
KR703473K016,03473K,SK1우선주,SK(1P),KOSPI,기타금융
KR7034810002,034810,해성산업,"Haesung Industrial Co., Ltd.",KOSDAQ,금융
KR703481K019,03481K,해성산업1우선주,"Haesung Industrial Co., Ltd.(1P)",KOSDAQ,금융
KR7034830000,034830,한국토지신탁보통주,KOREIT,KOSPI,기타금융
KR7034940007,034940,조아제약,"ChoA Pharmaceutical Co., LTD.",KOSDAQ,제약
KR7034950006,034950,한국기업평가,Korea Ratings Corporation,KOSDAQ,기타서비스
KR7035000009,035000,HS애드보통주,HS Ad,KOSPI,서비스업
KR7035080001,035080,그래디언트,Gradiant,KOSDAQ,유통
KR7035150002,035150,백산보통주,Baiksan,KOSPI,화학
KR7035200005,035200,프럼파스트,"PLUMB FAST CO., LTD.",KOSDAQ,화학
KR7035250000,035250,강원랜드보통주,"Kangwon Land, Inc.",KOSPI,서비스업
KR7035290006,035290,골드앤에스,Gold&S,KOSDAQ,출판·매체복제
KR7035420009,035420,NAVER보통주,NAVER,KOSPI,서비스업
KR7035460005,035460,기산텔레콤,"Kisan Telecom CO.,Ltd",KOSDAQ,통신장비
KR7035510007,035510,신세계아이앤씨 보통주,SHINSEGAE INFORMATION & COMMUNICATION Co,KOSPI,서비스업
KR7035600006,035600,케이지이니시스,"KGINICIS CO.,LTD.",KOSDAQ,소프트웨어
KR7035610005,035610,솔본,"SOLBORN, Inc.",KOSDAQ,기타서비스
KR7035620004,035620,바른손이앤에이,Barunson Entertainment & Arts Corporation,KOSDAQ,오락·문화
KR7035720002,035720,카카오보통주,Kakao,KOSPI,서비스업
KR7035760008,035760,씨제이이엔엠,"CJ ENM CO., Ltd.",KOSDAQ GLOBAL,방송서비스
KR7035810001,035810,이지홀딩스,"Easy Holdings Co., Ltd.",KOSDAQ,음식료·담배
KR7035890003,035890,서희건설,"SEOHEE CONSTRUCTION CO., LTD.",KOSDAQ,건설
KR7035900000,035900,제이와이피엔터테인먼트,JYP Entertainment Corporation,KOSDAQ GLOBAL,오락·문화
KR7036000008,036000,예림당,"YeaRimDang Publishing Co., Ltd.",KOSDAQ,출판·매체복제
KR7036010007,036010,아비코전자,"ABCO ELECTRONICS CO., LTD.",KOSDAQ,일반전기전자
KR7036030005,036030,케이티알파,kt alpha,KOSDAQ,유통
KR7036090009,036090,위지트,"WIZIT Co., Ltd.",KOSDAQ,기계·장비
KR7036120004,036120,에스씨아이평가정보,SCI Information Service Inc.,KOSDAQ,기타서비스
KR7036170009,036170,클라우드에어,"Cloud Air Co.,Ltd.",KOSDAQ,반도체
KR7036180008,036180,지더블유바이텍,"GW Vitek CO.,LTD.",KOSDAQ,유통
KR7036190007,036190,금화피에스시,"GEUMHWA PSC CO.,LTD.",KOSDAQ,건설
KR7036200004,036200,유니셈,UNION SEMICONDUCTOR EQUIPMENT&MATERIALS,KOSDAQ,반도체
KR7036220002,036220,오상헬스케어,"OSANG HEALTHCARE CO.,LTD",KOSDAQ,제약
KR7036420008,036420,콘텐트리중앙보통주,ContentreeJoongAng corp.,KOSPI,서비스업
KR7036460004,036460,한국가스공사보통주,KoreaGasCorporation,KOSPI,전기가스업
KR7036480002,036480,대성미생물연구소,"Daesung Microbiological Labs. Co., Ltd.",KOSDAQ,제약
KR7036530004,036530,SNT홀딩스보통주,SNT Holdings,KOSPI,기타금융
KR7036540003,036540,에스에프에이반도체,"SFA Semicon Co., Ltd",KOSDAQ,반도체
KR7036560001,036560,영풍정밀,YOUNG POONG PRECISION CORPORATION,KOSDAQ,기계·장비
KR7036570000,036570,엔씨소프트보통주,NCsoftCorporation,KOSPI,서비스업
KR7036580009,036580,팜스코보통주,FARMSCO,KOSPI,음식료품
KR7036620003,036620,감성코퍼레이션,GAMSUNG Corporation,KOSDAQ,유통
KR7036630002,036630,세종텔레콤,"Sejong Telecom, Inc.",KOSDAQ,통신서비스
KR7036640001,036640,에이치알에스,"HRS Co., Ltd",KOSDAQ,화학
KR7036670008,036670,케이씨아이,KCI Limited,KOSDAQ,화학
KR7036690006,036690,코맥스,"COMMAX Co.,Ltd.",KOSDAQ,통신장비
KR7036710002,036710,심텍홀딩스,"SIMMTECH HOLDINGS Co., Ltd.",KOSDAQ,IT부품
KR7036800001,036800,나이스정보통신,NICE INFORMATION&TELECOMMUNICATION INC.,KOSDAQ,통신서비스
KR7036810000,036810,에프에스티,FINE SEMITECH Corp.,KOSDAQ,반도체
KR7036830008,036830,솔브레인홀딩스,"Soulbrain Holdings Co., Ltd.",KOSDAQ GLOBAL,기타서비스
KR7036890002,036890,진성티이씨,JINSUNG T.E.C.,KOSDAQ,기계·장비
KR7036930006,036930,주성엔지니어링,"JUSUNG ENGINEERING Co.,Ltd.",KOSDAQ GLOBAL,반도체
KR7037030004,037030,파워넷,POWERNET TECHNOLOGIES CORPORATION,KOSDAQ,일반전기전자
KR7037070000,037070,파세코,PASECO CO.LTD,KOSDAQ,일반전기전자
KR7037230000,037230,한국팩키지,"HANKUK PACKAGE CO., LTD.",KOSDAQ,종이·목재
KR7037270006,037270,와이지플러스보통주,YG PLUS,KOSPI,서비스업
KR7037330008,037330,인지디스플레이,INZI DISPLAY COMPANY LIMITED,KOSDAQ,IT부품
KR7037350006,037350,성도이엔지,SUNGDO Engineering & Construction,KOSDAQ,기타서비스
KR7037370004,037370,이지,EG CORPORATION,KOSDAQ,화학
KR7037400009,037400,우리엔터프라이즈,WOOREE ENTERPRISE,KOSDAQ,유통
KR7037440005,037440,희림종합건축사사무소,Heerim Architects & Planners,KOSDAQ,기타서비스
KR7037460003,037460,삼지전자,"SAMJI ELECTRONICS CO., LTD.",KOSDAQ,통신장비
KR7037560000,037560,엘지헬로비전보통주,LG HelloVision,KOSPI,서비스업
KR7037710001,037710,광주신세계보통주,GwangjuShinsegae,KOSPI,유통업
KR7037760006,037760,쎄니트,"CENIT CO., LTD",KOSDAQ,금속
KR7037950003,037950,엘컴텍,"ELCOMTEC CO.,LTD",KOSDAQ,IT부품
KR7038010005,038010,제일테크노스,"JEIL TECHNOS CO., LTD",KOSDAQ,금속
KR7038060000,038060,루멘스,"LUMENS CO., LTD.",KOSDAQ,반도체
KR7038070009,038070,서린바이오사이언스,"SeouLinBioscience CO., LTD.",KOSDAQ,유통
KR7038110003,038110,에코플라스틱,ECOPLASTIC CORPORATION,KOSDAQ,운송장비·부품
KR7038290003,038290,마크로젠,"Macrogen, Inc.",KOSDAQ,기타서비스
KR7038340006,038340,무궁화인포메이션테크놀로지,MUGUNGHWA INFORMATION TECHNOLOGY,KOSDAQ,일반전기전자
KR7038390001,038390,레드캡투어,"RedcapTour Co., Ltd.",KOSDAQ,기타서비스
KR7038460002,038460,바이오스마트,"BioSmart Co., Ltd.",KOSDAQ,정보기기
KR7038500005,038500,삼표시멘트,"SAMPYO Cement Co., Ltd.",KOSDAQ,비금속
KR7038530002,038530,케이바이오,KBIO COMPANY,KOSDAQ,유통
KR7038540001,038540,상상인,"Sangsangin Co., Ltd.",KOSDAQ,컴퓨터서비스
KR7038620001,038620,위즈코프,"WIZ CORP, Inc.",KOSDAQ,유통
KR7038680005,038680,에스넷시스템,S NET SYSTEMS.Inc,KOSDAQ,컴퓨터서비스
KR7038870002,038870,에코바이오홀딩스,"EcoBio Holdings Co., Ltd.",KOSDAQ,기타서비스
KR7038880001,038880,아이에이,"iA, Inc.",KOSDAQ,반도체
KR7038950002,038950,파인디지털,FINEDIGITAL Inc.,KOSDAQ,통신장비
KR7039010004,039010,현대에이치티,HYUNDAI HT,KOSDAQ,통신장비
KR7039020003,039020,이건홀딩스,"EAGON HOLDINGS CO., LTD.",KOSDAQ,종이·목재
KR7039030002,039030,이오테크닉스,"EO Technics Co., Ltd.",KOSDAQ GLOBAL,반도체
KR7039130000,039130,하나투어보통주,HANATOUR SERVICE,KOSPI,서비스업
KR7039200001,039200,오스코텍,OSCOTEC Inc.,KOSDAQ,제약
KR7039240007,039240,경남스틸,"Kyeong Nam Steel Co., LTD",KOSDAQ,금속
KR7039290002,039290,인포뱅크,InfoBank Corporation,KOSDAQ,통신서비스
KR7039310008,039310,세중,"SEJOONG CO., LTD.",KOSDAQ,소프트웨어
KR7039340005,039340,한국경제티브이,The Korea Economic Broadcasting,KOSDAQ,방송서비스
KR7039420005,039420,케이엘넷,KL-Net Corp.,KOSDAQ,통신서비스
KR7039440003,039440,에스티아이,Systems Technology Incorporated,KOSDAQ,반도체
KR7039490008,039490,키움증권보통주,KIWOOM Securities,KOSPI,증권
KR7039560008,039560,다산네트웍스,"DASAN Networks, Inc.",KOSDAQ,통신장비
KR7039570007,039570,에이치디씨랩스보통주,HDCLABS,KOSPI,건설업
KR7039610001,039610,화성밸브,"HS VALVE CO., LTD",KOSDAQ,기계·장비
KR7039740006,039740,한국정보공학,Korea Information Engineering Services,KOSDAQ,유통
KR7039830005,039830,오로라월드,AURORA WORLD Corporation,KOSDAQ,기타서비스
KR7039840004,039840,디오,DIO Corporation,KOSDAQ,의료·정밀기기
KR7039860002,039860,나노엔텍,"NanoenTek,Inc.",KOSDAQ,의료·정밀기기
KR7039980008,039980,폴라리스에이아이,Polaris AI,KOSDAQ,컴퓨터서비스
KR7040160004,040160,누리플렉스,NuriFlex,KOSDAQ,소프트웨어
KR7040300006,040300,와이티엔,YTN,KOSDAQ,방송서비스
KR7040350001,040350,큐로컴,"CUROCOM Co.,Ltd",KOSDAQ,컴퓨터서비스
KR7040420002,040420,정상제이엘에스,"JLS CO.,LTD.",KOSDAQ,기타서비스
KR7040610008,040610,에스지엔지,SG&G Corporation,KOSDAQ,운송
KR7040910002,040910,아이씨디,"ICD Co., Ltd.",KOSDAQ,반도체
KR7041020009,041020,폴라리스오피스,Polaris Office,KOSDAQ,소프트웨어
